seqID	real_clade	predicted_clade	match
A_/_H5N1|HA|A/Great_Horned_Owl/BC/AIVPHL-3865/2025|EPI_ISL_20340992|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Wood_Duck/BC/AIVPHL-3887/2025|EPI_ISL_20341005|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Great_Horned_Owl/BC/AIVPHL-3866/2025|EPI_ISL_20340994|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Cackling_Goose/BC/AIVPHL-3886/2025|EPI_ISL_20341001|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Peregrine_Falcon/BC/AIVPHL-3884/2025|EPI_ISL_20341003|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Surf_Scoter/BC/AIVPHL-4257/2025|EPI_ISL_20341110|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Canada_goose/PE/FAV-0072-1/2025|EPI_ISL_19792232|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Canada_goose/PE/FAV-0072-2/2025|EPI_ISL_19792233|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Chicken/ON/FAV-0060-1/2025|EPI_ISL_19792239|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Chicken/NS/FAV-0076-2/2025|EPI_ISL_19792238|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Red_Tailed_Hawk/BC/AIVPHL-4263/2025|EPI_ISL_20341108|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Glaucous_Winged_Gull/BC/AIVPHL-4219/2025|EPI_ISL_20341095|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Chicken/NS/FAV-0075-2/2025|EPI_ISL_19792237|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/American_Crow/BC/AIVPHL-4210/2025|EPI_ISL_20341089|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Turkey/ON/FAV-0069-2/2025|EPI_ISL_19792248|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Glaucous_Winged_Gull/BC/AIVPHL-4235/2025|EPI_ISL_20341091|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/American_Crow/BC/AIVPHL-4229/2025|EPI_ISL_20341099|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Chicken/ON/FAV-0060-2/2025|EPI_ISL_19792240|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/swan/Hokkaido/0111Q163/2025|EPI_ISL_20324692|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/American_Crow/BC/AIVPHL-4148/2025|EPI_ISL_20341078|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/large-billed_crow/Hokkaido/B244/2025|EPI_ISL_20324690|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Glaucous_Winged_Gull/BC/AIVPHL-4225/2025|EPI_ISL_20341093|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/carrion_crow/Hokkaido/0111P143/2025|EPI_ISL_20324691|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Hokkaido/A002/2025|EPI_ISL_20324688|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Snow_Goose/BC/AIVPHL-4143/2025|EPI_ISL_20341072|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Sandhill_Crane/BC/AIVPHL-4162/2025|EPI_ISL_20341081|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Hokkaido/A003/2025|EPI_ISL_20324689|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Great_Horned_Owl/BC/AIVPHL-4208/2025|EPI_ISL_20341087|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Great_Blue_Heron/BC/AIVPHL-4218/2025|EPI_ISL_20341085|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Cooper_s_Hawk/BC/AIVPHL-4224/2025|EPI_ISL_20341097|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Cackling_Goose/BC/AIVPHL-3919/2025|EPI_ISL_20341063|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Short_Billed_Gull/BC/AIVPHL-3917/2025|EPI_ISL_20341060|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Common_Raven/BC/AIVPHL-4099/2025|EPI_ISL_20341058|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Trumpeter_Swan/BC/AIVPHL-4156/2025|EPI_ISL_20341071|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Hokkaido/A001/2025|EPI_ISL_20324687|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Trumpeter_Swan/BC/AIVPHL-4137/2025|EPI_ISL_20341069|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Glaucous_Winged_Gull/BC/AIVPHL-4045/2025|EPI_ISL_20341067|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Common_Raven/BC/AIVPHL-4098/2025|EPI_ISL_20341056|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Cackling_Goose/BC/AIVPHL-3920/2025|EPI_ISL_20341065|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/bald_eagle/New_Jersey/014598-004/2025|EPI_ISL_19882410|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/canada_goose/Pennsylvania/006935-002/2025|EPI_ISL_19792299|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/cougar/California/014656-002/2025|EPI_ISL_19882430|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/bald_eagle/New_Jersey/014542-001/2025|EPI_ISL_19882401|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/cougar/California/014656-001/2025|EPI_ISL_19882402|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/bald_eagle/Pennsylvania/006940-001/2025|EPI_ISL_19792292|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/black_vulture/New_York/006705-001/2025|EPI_ISL_19792314|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/bald_eagle/New_Jersey/014598-002/2025|EPI_ISL_19882416|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/large-billed_crow/Hokkaido/0102B135C/2025|EPI_ISL_20111859|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Herring_gull/Norway/2025-07-2348-1-2/2025|EPI_ISL_20193776|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/common_merganser/Illinois/014535-002/2025|EPI_ISL_19882407|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/canada_goose/Maine/007117-001/2025|EPI_ISL_19792360|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/cooper's_hawk/Missouri/007115-002/2025|EPI_ISL_19792361|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Louisiana/004414-002/2025|EPI_ISL_19743229|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Ohio/004418-001/2025|EPI_ISL_19743228|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/duck/New_Jersey/015044-004/2025|EPI_ISL_19882465|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/New_York/004295-007/2025|EPI_ISL_19743230|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/black_vulture/Pennsylvania/006936-001/2025|EPI_ISL_19792380|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/New_York/004295-006/2025|EPI_ISL_19743231|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/canada_goose/Virginia/007111-001/2025|EPI_ISL_19792364|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/duck/Pennsylvania/004290-005/2025|EPI_ISL_19743225|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/duck/New_York/004295-003/2025|EPI_ISL_19743224|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/bald_eagle/Pennsylvania/006936-002/2025|EPI_ISL_19792379|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Ohio/004428-002/2025|EPI_ISL_19743227|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/guineafowl/Colorado/004397-002/2025|EPI_ISL_19743223|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/canada_goose/New_York/007062-002/2025|EPI_ISL_19792372|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/cat/Kansas/007581-001/2025|EPI_ISL_19792333|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/bald_eagle/New_Jersey/014598-001/2025|EPI_ISL_19882446|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/american_crow/Washington/014079-002/2025|EPI_ISL_19882442|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Chicken/Norway/2025-07-2561-18-1/2025|EPI_ISL_20193751|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/common_merganser/Illinois/014535-001/2025|EPI_ISL_19882433|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/comon_goldeneye/Wyoming/006414-001/2025|EPI_ISL_19792324|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/canada_goose/Washington/014080-001/2025|EPI_ISL_19882435|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/duck/New_Jersey/015044-006/2025|EPI_ISL_19882463|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/common_merganser/Illinois/014535-004/2025|EPI_ISL_19882459|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/canada_goose/Massachusetts/007118-011/2025|EPI_ISL_19792346|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Chicken/Norway/2025-07-2561-1-1/2025|EPI_ISL_20193729|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/cat/New_Jersey/007151-004/2025|EPI_ISL_19792334|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/bald_eagle/New_Jersey/014541-002/2025|EPI_ISL_19882452|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/cat/New_Jersey/007151-002/2025|EPI_ISL_19792336|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/barred_owl/New_York/014163-001/2025|EPI_ISL_19882457|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Herring_Gull/England/289475/2025|EPI_ISL_19906602|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Herring_Gull/England/375532/2025|EPI_ISL_19906598|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Herring_Gull/England/419727/2025|EPI_ISL_19906622|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/European_Herring_Gull/Netherlands/25010512-002/2025|EPI_ISL_20086822|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/turkey/Iowa/25-005292-002-R2/2025|EPI_ISL_19873850|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/turkey/Iowa/25-005292-001-R2/2025|EPI_ISL_19873849|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Herring_Gull/England/151689/2025|EPI_ISL_19906618|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Northern_Gannet/Netherlands/25009600-002/2025|EPI_ISL_20086821|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Common_Tern/Netherlands/25010513-002/2025|EPI_ISL_20086823|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Black_Headed_Gull/England/038141/2025|EPI_ISL_19906569|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Pheasant/Wales/047848/2025|EPI_ISL_19906589|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Pheasant/Wales/047830/2025|EPI_ISL_19906591|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Pheasant/Wales/047836/2025|EPI_ISL_19906587|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Pheasant/Wales/047810/2025|EPI_ISL_19906585|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Nebraska/25-005224-001-R2/2025|EPI_ISL_19873881|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/rhinoceros_auklet/Hokkaido/Q013/2025|EPI_ISL_20218006|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/spectacled_guillemot/Hokkaido/Q011/2025|EPI_ISL_20218004|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/velvet_scoter/Hokkaido/Q012/2025|EPI_ISL_20218005|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/slaty-backed_gull/Hokkaido/Q008/2025|EPI_ISL_20218001|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/crested_auklet/Hokkaido/Q007/2025|EPI_ISL_20218000|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/rhinoceros_auklet/Hokkaido/Q020/2025|EPI_ISL_20218012|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/slaty-backed_gull/Hokkaido/P010/2025|EPI_ISL_20218003|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/common_murre/Hokkaido/Q014/2025|EPI_ISL_20218007|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/common_murre/Hokkaido/Q015/2025|EPI_ISL_20218008|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/spectacled_guillemot/Hokkaido/Q018/2025|EPI_ISL_20218010|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/ancient_murrelet/Hokkaido/Q017/2025|EPI_ISL_20218009|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/black-tailed_gull/Hokkaido/Q019/2025|EPI_ISL_20218011|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/red-breasted_merganser/Hokkaido/P005/2025|EPI_ISL_20217998|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/red-breasted_merganser/Hokkaido/P006/2025|EPI_ISL_20217999|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/slaty-backed_gull/Hokkaido/P009/2025|EPI_ISL_20218002|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Canada_Goose/BC/AIVPHL-4191/2025|EPI_ISL_20340981|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Trumpeter_Swan/BC/AIVPHL-4204/2025|EPI_ISL_20340990|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Cackling_Goose/BC/AIVPHL-4189/2025|EPI_ISL_20340977|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Red_Tailed_Hawk/BC/AIVPHL-4202/2025|EPI_ISL_20340988|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Bald_Eagle/BC/AIVPHL-4190/2025|EPI_ISL_20340979|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/American_Wigeon/BC/AIVPHL-4176/2025|EPI_ISL_20340961|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Red_Tailed_Hawk/BC/AIVPHL-4200/2025|EPI_ISL_20340984|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Snow_Goose/BC/AIVPHL-4183/2025|EPI_ISL_20340966|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Sanderling/Netherlands/25005675-001/2025|EPI_ISL_19841274|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Cackling_Goose/BC/AIVPHL-4178/2025|EPI_ISL_20340962|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/American_Wigeon/BC/AIVPHL-4186/2025|EPI_ISL_20340970|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Rough_Legged_Hawk/BC/AIVPHL-4188/2025|EPI_ISL_20340975|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/American_Crow/BC/AIVPHL-4187/2025|EPI_ISL_20340972|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/American_Wigeon/BC/AIVPHL-4175/2025|EPI_ISL_20340959|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Snow_Goose/BC/AIVPHL-4170/2025|EPI_ISL_20340957|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/American_Crow/BC/AIVPHL-4169/2025|EPI_ISL_20340955|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/American_Crow/BC/AIVPHL-4168/2025|EPI_ISL_20340953|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Snow_Goose/BC/AIVPHL-4184/2025|EPI_ISL_20340968|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/common-gull/Portugal/26933_2025-35_26VIR226-5/2025|EPI_ISL_20349755|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Herring_Gull/England/286614/2025|EPI_ISL_19800895|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/canada_goose/New_Jersey/007152-001/2025|EPI_ISL_19809036|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/american_black_duck/Rhode_Island/007814-005/2025|EPI_ISL_19809034|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/common_merganser/Massachusetts/007118-045/2025|EPI_ISL_19809030|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/turkey/South_Dakota/015216-001/2025|EPI_ISL_19891055|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Arizona/015760-002/2025|EPI_ISL_19891054|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/turkey/South_Dakota/015216-002/2025|EPI_ISL_19891053|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Arizona/015760-003/2025|EPI_ISL_19891052|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Arizona/015760-005/2025|EPI_ISL_19891050|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Arizona/015760-004/2025|EPI_ISL_19891051|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Arizona/015760-006/2025|EPI_ISL_19891049|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Arizona/015760-008/2025|EPI_ISL_19891048|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Arizona/015760-009/2025|EPI_ISL_19891047|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Arizona/015760-010/2025|EPI_ISL_19891046|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/cat/South_Dakota/015467-001/2025|EPI_ISL_19891043|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Herring_Gull/England/412260/2025|EPI_ISL_19800928|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Arizona/015760-001/2025|EPI_ISL_19891065|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Arizona/015760-012/2025|EPI_ISL_19891064|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Arizona/015760-015/2025|EPI_ISL_19891062|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Arizona/015760-014/2025|EPI_ISL_19891063|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Arizona/015760-017/2025|EPI_ISL_19891060|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/turkey/Ohio/005337-001-tile/2025|EPI_ISL_19891056|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Arizona/015760-018/2025|EPI_ISL_19891059|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Arizona/015760-020/2025|EPI_ISL_19891057|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Arizona/015760-019/2025|EPI_ISL_19891058|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Arizona/015760-016/2025|EPI_ISL_19891061|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Herring_Gull/England/286934/2025|EPI_ISL_19800898|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/bald_eagle/Ohio/008071-001/2025|EPI_ISL_19809119|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Little_Gull/England/411842/2025|EPI_ISL_19800925|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Common_Gull/England/411954/2025|EPI_ISL_19800927|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Herring_Gull/England/411856/2025|EPI_ISL_19800926|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Herring_Gull/England/411460/2025|EPI_ISL_19800922|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Herring_Gull/England/411826/2025|EPI_ISL_19800923|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Herring_Gull/England/411180/2025|EPI_ISL_19800919|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Herring_Gull/England/147497/2025|EPI_ISL_19800916|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/cooper's_hawk/New_York/007470-003/2025|EPI_ISL_19809195|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/canada_goose/West_Virginia/007464-002/2025|EPI_ISL_19809212|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/canada_goose/West_Virginia/007464-001/2025|EPI_ISL_19809215|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/canada_goose/West_Virginia/007464-003/2025|EPI_ISL_19809205|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
