seqID	real_clade	predicted_clade	match
A_/_H5N8|HA|A/chicken/Korea/H0881/2014|EPI_ISL_174356|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N1|HA|A/ring-necked_duck/Wisconsin/05226-007/2025|EPI_ISL_20336605|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N8|HA|A/Korean_native_chicken/Korea/H1687/2014|EPI_ISL_174377|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N1|HA|A/great_horned_owl/Washington/01455-001/2025|EPI_ISL_20311789|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Wisconsin/025802-001/2025|EPI_ISL_20265602|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N6|HA|A/duck/Bangladesh/44430/2020|EPI_ISL_4073176|2.3.4.4h	2.3.4.4h	2.3.4.4h	True
A_/_H5N6|HA|A/duck/Hunan/HN239/2015|EPI_ISL_255742|2.3.4.4	2.3.4.4	2.3.4.4-like	False
A_/_H5N1|HA|A/great_horned_owl/Utah/02328-010/2025|EPI_ISL_20307898|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N2|HA|A/chicken/Yunlin/17020033-2/2017|EPI_ISL_4032307|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N6|HA|A/duck/Vietnam/QN6659/2020|EPI_ISL_17809484|2.3.4.4h	2.3.4.4h	2.3.4.4h	True
A_/_H5N2|HA|A/chicken/Yunlin/18030002-1/2018|EPI_ISL_4032335|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N1|HA|A/canada_goose/Arizona/01642-002/2025|EPI_ISL_20309527|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N6|HA|A/duck/Hunan/12.27_YYGK89J2-O/2016|EPI_ISL_707515|2.3.4.4h	2.3.4.4h	2.3.4.4h	True
A_/_H5N2|HA|A/turkey/Iowa/15-017224-1/2015|EPI_ISL_301081|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N6|HA|A/duck/Hunan/HN162/2015|EPI_ISL_255534|2.3.4.4e	2.3.4.4e	2.3.4.4e	True
A_/_H5N6|HA|A/duck/Vietnam/QN6804/2020|EPI_ISL_17809494|2.3.4.4h	2.3.4.4h	2.3.4.4h	True
A_/_H5N2|HA|A/chicken/Zhejiang/194/2016|EPI_ISL_253029|2.3.4.4	2.3.4.4	2.3.4.4h	False
A_/_H5N1|HA|A/bald_eagle/Pennsylvania/010568-001/2025|EPI_ISL_19870366|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N6|HA|A/muscovy_duck/Vietnam/LBM817/2015|EPI_ISL_230757|2.3.4.4	2.3.4.4	2.3.4.4f	False
A_/_H5N8|HA|A/duck/Korea/H2075/2015|EPI_ISL_408820|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N2|HA|A/chicken/Idaho/15-001711-7/2015|EPI_ISL_301588|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N1|HA|A/chicken/AnNing/4/2014|EPI_ISL_179396|2.3.4.4	2.3.4.4	2.3.4.4g	False
A_/_H5N1|HA|A/chicken/Indiana/04469-002/2025|EPI_ISL_20319460|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N6|HA|A/goose/Hunan/118/2014|EPI_ISL_17733469|2.3.4.4	2.3.4.4	2.3.4.4g	False
A_/_H5N1|HA|A/snow_goose/Pennsylvania/005870-001/2025|EPI_ISL_20307846|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N8|HA|A/chicken/Korea/H0453/2014|EPI_ISL_408967|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N6|HA|A/great_egret/Hong_Kong/00032/2016|EPI_ISL_205825|2.3.4.4e	2.3.4.4e	2.3.4.4e	True
A_/_H5N2|HA|A/mallard/Washington/196865/2015|EPI_ISL_206438|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N6|HA|A/Anas_platyrhynchos/South_Korea/1709/2017|EPI_ISL_17767877|2.3.4.4e	2.3.4.4e	2.3.4.4e	True
A_/_H5N1|HA|A/common_eider/Maine/021406-031/2025|EPI_ISL_20132686|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N2|HA|A/goose/Yunlin/15010009-1/2015|EPI_ISL_4032575|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N6|HA|A/Mute_swan/Xinjiang/5/2020|EPI_ISL_418173|2.3.4.4h	2.3.4.4h	2.3.4.4h	True
A_/_H5N8|HA|A/duck/Taiwan/a068/2015|EPI_ISL_179026|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N1|HA|A/pintail_duck/Ohio/03077-001/2025|EPI_ISL_20311511|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/duck/Indiana/04357-001/2025|EPI_ISL_20319488|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N6|HA|A/environment/Yunnan/03.15_DQWGH011-2/2015(H5N6)|EPI_ISL_198897|2.3.4.4e	2.3.4.4e	2.3.4.4-like	False
A_/_H5N6|HA|A/chicken/Kumamoto/1-2T/2016|EPI_ISL_241775|2.3.4.4e	2.3.4.4e	2.3.4.4e	True
A_/_H5N6|HA|A/Duck/Cambodia/e8T241D16/2020|EPI_ISL_16209056|2.3.4.4g	2.3.4.4g	2.3.4.4g	True
A_/_H5N1|HA|A/canada_goose/Minnesota/01915-004/2025|EPI_ISL_20307591|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N8|HA|A/duck/Korea/H2449/2015|EPI_ISL_408901|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N1|HA|A/common_eider/New_Hampshire/021405-004/2025|EPI_ISL_20132705|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/canada_goose/Michigan/04925-007/2025|EPI_ISL_20327539|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/mallard_duck/Michigan/025968-009/2025|EPI_ISL_20311138|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N6|HA|A/goose/Hunan/HN11/2015|EPI_ISL_255836|2.3.4.4e	2.3.4.4e	2.3.4.4e	True
A_/_H5N2|HA|A/chicken/BC/FAV20/2014|EPI_ISL_178082|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N1|HA|A/common_eider/Maine/021406-035/2025|EPI_ISL_20132683|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/ring-necked_duck/Wisconsin/05226-008/2025|EPI_ISL_20336747|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/wild_goose/Texas/04760-001/2025|EPI_ISL_20327599|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N6|HA|A/goose/Hunan/111/2014|EPI_ISL_255828|2.3.4.4	2.3.4.4	2.3.4.4g	False
A_/_H5N1|HA|A/Canada_Goose/BC/AIVPHL-3850/2025|EPI_ISL_20258508|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N2|HA|A/duck/Wuxi/6462/2015|EPI_ISL_277036|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N2|HA|A/environment/Yunlin/18X00007/2018|EPI_ISL_4032543|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N1|HA|A/turkey/North_Carolina/04437-001/2025|EPI_ISL_20319513|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Indiana/04466-001/2025|EPI_ISL_20319474|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N6|HA|A/Pavo_cristatus/China/JS01/2018|EPI_ISL_370415|2.3.4.4e	2.3.4.4e	2.3.4.4e	True
A_/_H5N6|HA|A/duck/Hunan/01.21_YYFQH006-O/2015(H5N6)|EPI_ISL_199079|2.3.4.4	2.3.4.4	2.3.4.4f	False
A_/_H5N6|HA|A/whooper_swan/Iwate/5/2016|EPI_ISL_17767791|2.3.4.4e	2.3.4.4e	2.3.4.4e	True
A_/_H5N6|HA|A/environment/Guangdong/01.01_SZSGXJK006-E/2016|EPI_ISL_221719|2.3.4.4e	2.3.4.4e	2.3.4.4d	False
A_/_H5N1|HA|A/red-tailed_hawk/Massachusetts/021407-002/2025|EPI_ISL_20307542|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N6|HA|A/duck/Nghe_An/694VTC/2020|EPI_ISL_654841|2.3.4.4h	2.3.4.4h	2.3.4.4h	True
A_/_H5N6|HA|A/duck/Hunan/12.27_YYGK71J2-O/2016|EPI_ISL_707507|2.3.4.4h	2.3.4.4h	2.3.4.4h	True
A_/_H5N6|HA|A/goose/China/GS24-HA.seq/2016|EPI_ISL_372799|2.3.4.4e	2.3.4.4e	2.3.4.4e	True
A_/_H5N6|HA|A/duck/Guangdong/01.01_SZSGXJK006-Y/2016|EPI_ISL_221714|2.3.4.4e	2.3.4.4e	2.3.4.4e	True
A_/_H5N1|HA|A/bald_eagle/Pennsylvania/006940-001/2025|EPI_ISL_19792292|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N6|HA|A/Guangxi/55726/2016|EPI_ISL_240704|2.3.4.4g	2.3.4.4g	2.3.4.4g	True
A_/_H5N6|HA|A/duck/Hubei/XG18/2015|EPI_ISL_234283|2.3.4.4	2.3.4.4	2.3.4.4h	False
A_/_H5N2|HA|A/environment/Minnesota/E8/2015|EPI_ISL_294617|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N1|HA|A/great_black-backed_gull/New_Jersey/006328-001/2025|EPI_ISL_20311484|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N6|HA|A/Env/Guangdong/Jieyang/C17289389/2017-12-05|EPI_ISL_340821|2.3.4.4h	2.3.4.4h	2.3.4.4h	True
A_/_H5N6|HA|A/Jiangsu/JSSZ01/2018|EPI_ISL_368368|2.3.4.4h	2.3.4.4h	2.3.4.4h	True
A_/_H5N6|HA|A/duck/Vietnam/LBM806/2015|EPI_ISL_273360|2.3.4.4	2.3.4.4	2.3.4.4f	False
A_/_H5N1|HA|A/american_green-winged_teal/Colorado/02249-001/2025|EPI_ISL_20309770|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N2|HA|A/turkey/Minnesota/15-014301-1/2015|EPI_ISL_300681|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N1|HA|A/black_vulture/Alabama/009285-001/2025|EPI_ISL_19820689|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/cougar/California/014656-002/2025|EPI_ISL_19882430|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/swan/Utah/03453-001/2025|EPI_ISL_20307912|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/wild_duck/Indiana/03635-004/2025|EPI_ISL_20307414|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/bald_eagle/New_York/020556-001/2025|EPI_ISL_20307678|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/spectacled_guillemot/Hokkaido/Q011/2025|EPI_ISL_20218004|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N8|HA|A/duck/Korea/H2273/2015|EPI_ISL_408858|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N1|HA|A/duck/Indiana/03275-001/2025|EPI_ISL_20265845|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N6|HA|A/Env/Guangdong/zhanjiang/C18277050/2018-01-29|EPI_ISL_340800|2.3.4.4h	2.3.4.4h	2.3.4.4h	True
A_/_H5N1|HA|A/chicken/Oregon/026391-002/2025|EPI_ISL_20265873|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Common_Gull/England/288773/2025|EPI_ISL_19897580|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/duck/Pennsylvania/004785-007/2025|EPI_ISL_19756126|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N6|HA|A/environment/Aomori/2-1/2016|EPI_ISL_293487|2.3.4.4e	2.3.4.4e	2.3.4.4e	True
A_/_H5N6|HA|A/chicken/Chiba/1-3C/2017|EPI_ISL_257441|2.3.4.4e	2.3.4.4e	2.3.4.4e	True
A_/_H5N1|HA|A/red-tailed_hawk/Massachusetts/007118-052/2025|EPI_ISL_20310988|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Arizona/017017-003/2025|EPI_ISL_20049111|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N6|HA|A/duck/Hunan/HN05/2014|EPI_ISL_255509|2.3.4.4	2.3.4.4	2.3.4.4-like	False
A_/_H5N6|HA|A/mute_swan/Kyoto/3T/2016|EPI_ISL_240609|2.3.4.4e	2.3.4.4e	2.3.4.4e	True
A_/_H5N6|HA|A/chicken/Japan/AQ-HE144/2015|EPI_ISL_253946|2.3.4.4g	2.3.4.4g	2.3.4.4g	True
A_/_H5N2|HA|A/turkey/Minnesota/15-012663-1/2015|EPI_ISL_300718|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N8|HA|A/duck/Korea/H0824/2014|EPI_ISL_408708|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N6|HA|A/pigeon/Guangdong/04.15_SZBAXQ004/2015(H5N6)|EPI_ISL_199456|2.3.4.4e	2.3.4.4e	2.3.4.4-like	False
A_/_H5N1|HA|A/snow_goose/Arkansas/05434-001/2025|EPI_ISL_20336728|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/bald_eagle/Indiana/007837-001/2025|EPI_ISL_20307388|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N6|HA|A/Bar-headed_goose/Qinghai/X417/2015_H5N6|EPI_ISL_218201|2.3.4.4	2.3.4.4	2.3.4.4e	False
A_/_H5N6|HA|A/duck/Anhui/AH328/2015|EPI_ISL_255491|2.3.4.4	2.3.4.4	2.3.4.4h	False
A_/_H5N8|HA|A/greater_white-fronted_goose/Korea/K14-367-4/2014|EPI_ISL_181086|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N6|HA|A/muscovy/duck/Hunan/202/2014|EPI_ISL_255862|2.3.4.4	2.3.4.4	2.3.4.4-like	False
A_/_H5N6|HA|A/mute_swan/Ibaraki/222T/2016|EPI_ISL_247388|2.3.4.4e	2.3.4.4e	2.3.4.4e	True
A_/_H5N2|HA|A/turkey/BC/FAV10/2014|EPI_ISL_174411|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N6|HA|A/chicken/Jiangxi/04.01_NCDZT0192-P/2015(H5N6)|EPI_ISL_198926|2.3.4.4e	2.3.4.4e	2.3.4.4d	False
A_/_H5N1|HA|A/Meat-type_turkey/South_Dakota/023924-001/2025|EPI_ISL_20258129|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N6|HA|A/mute_swan/Ibaraki/7/2016|EPI_ISL_17767784|2.3.4.4e	2.3.4.4e	2.3.4.4e	True
A_/_H5N6|HA|A/chicken/Yunnan/03.16_DQXYL061-1-O/2015(Mixed)|EPI_ISL_200283|2.3.4.4	2.3.4.4	2.3.4.4e	False
A_/_H5N6|HA|A/chicken/Nha_Trang/247/2017|EPI_ISL_17768727|2.3.4.4g	2.3.4.4g	2.3.4.4g	True
A_/_H5N1|HA|A/bald_eagle/New_York/010933-001/2025|EPI_ISL_20307677|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N6|HA|A/duck/China/14017HA-4.seq/2014|EPI_ISL_17767170|2.3.4.4	2.3.4.4	2.3.4.4-like	False
A_/_H5N6|HA|A/duck/China/FJ18271/2018|EPI_ISL_6795260|2.3.4.4h	2.3.4.4h	2.3.4.4h	True
A_/_H5N6|HA|A/chicken/Miyagi/1-5T/2017|EPI_ISL_257448|2.3.4.4e	2.3.4.4e	2.3.4.4e	True
A_/_H5N6|HA|A/black_swan/Ibaraki/350C/2017|EPI_ISL_243678|2.3.4.4e	2.3.4.4e	2.3.4.4e	True
A_/_H5N1|HA|A/snowy_owl/Massachusetts/007118-022/2025|EPI_ISL_20311014|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N8|HA|A/duck/Korea/H0585/2014|EPI_ISL_408639|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N6|HA|A/snowy_owl/Akita/0051D008/2016|EPI_ISL_266942|2.3.4.4e	2.3.4.4e	2.3.4.4e	True
A_/_H5N6|HA|A/chicken/Vietnam/QuangBinh/BoTrach1113/2017|EPI_ISL_304959|2.3.4.4e	2.3.4.4e	2.3.4.4e	True
A_/_H5N1|HA|A/duck/Indiana/04124-001/2025|EPI_ISL_20327505|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/domestic_goose/Alabama/03044-002/2025|EPI_ISL_20307337|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N6|HA|A/Shenzhen/TH001/2015_(H5N6)|EPI_ISL_205503|2.3.4.4e	2.3.4.4e	2.3.4.4d	False
A_/_H5N6|HA|A/Env/Guangdong/C17285757/QY/2017-11-21|EPI_ISL_340829|2.3.4.4h	2.3.4.4h	2.3.4.4h	True
A_/_H5N1|HA|A/Herring_Gull/England/412260/2025|EPI_ISL_19800928|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N6|HA|A/environment/Guangdong/04.16_LGWL008/2015(Mixed)|EPI_ISL_199384|2.3.4.4	2.3.4.4	2.3.4.4f	False
A_/_H5N2|HA|A/chicken/BC/FAV9/2014|EPI_ISL_175340|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N1|HA|A/canada_goose/Wisconsin/02691-001/2025|EPI_ISL_20311816|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N6|HA|A/environment/Guangdong/03.27_DGQTSJ046/2015(H5N6)|EPI_ISL_199389|2.3.4.4	2.3.4.4	2.3.4.4f	False
A_/_H5N6|HA|A/duck/Guangdong/04.23_DGQTXC187-O/2015(Mixed)|EPI_ISL_199360|2.3.4.4	2.3.4.4	2.3.4.4f	False
A_/_H5N6|HA|A/mute_swan/Ibaraki/214T/2016|EPI_ISL_247386|2.3.4.4e	2.3.4.4e	2.3.4.4e	True
A_/_H5N1|HA|A/black-tailed_gull/Hokkaido/Q019/2025|EPI_ISL_20218011|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/duck/Indiana/05337-005/2025|EPI_ISL_20336754|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/wood_duck/Michigan/025967-001/2025|EPI_ISL_20311249|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/trumpeter_swan/Minnesota/02911-004/2025|EPI_ISL_20265920|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/black_vulture/Pennsylvania/010745-005/2025|EPI_ISL_20311665|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N6|HA|A/Duck/China/B9/2019|EPI_ISL_4031385|2.3.4.4h	2.3.4.4h	2.3.4.4h	True
A_/_H5N6|HA|A/chicken/Hunan/HN252/2015|EPI_ISL_255420|2.3.4.4e	2.3.4.4e	2.3.4.4e	True
A_/_H5N1|HA|A/bald_eagle/Pennsylvania/006936-002/2025|EPI_ISL_19792379|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/whooper_swan/Hokkaido/0103Q122T/2025|EPI_ISL_20111939|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/Herring_Gull/England/410158/2025|EPI_ISL_19896259|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/great_horned_owl/Minnesota/02200-001/2025|EPI_ISL_20311353|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N6|HA|A/duck/Guangdong/03.27_DGQTSJ134-O/2015(Mixed)|EPI_ISL_200249|2.3.4.4	2.3.4.4	2.3.4.4f	False
A_/_H5N6|HA|A/duck/Dongguan/3069/2013|EPI_ISL_182066|2.3.4.4	2.3.4.4	2.3.4.4-like	False
A_/_H5N8|HA|A/chicken/Korea/H0660/2014|EPI_ISL_408675|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N1|HA|A/bald_eagle/New_York/010778-001/2025|EPI_ISL_20307673|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N6|HA|A/wild_bird/Hunan/02.24_YYDTHF3-112/2016(H5N6)|EPI_ISL_2727646|2.3.4.4	2.3.4.4	2.3.4.4h	False
A_/_H5N1|HA|A/common_eider/Maine/021406-029/2025|EPI_ISL_20132687|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/goose/Texas/004310-001/2025|EPI_ISL_20307868|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/peregrine_falcon/Rhode_Island/019394-007/2025|EPI_ISL_20311690|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N2|HA|A/turkey/Minnesota/025805-002/2025|EPI_ISL_20265880|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/North_Dakota/013300-001/2025|EPI_ISL_19870780|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N2|HA|A/great-horned_owl/Idaho/15-001583-11/2015|EPI_ISL_301111|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N2|HA|A/chicken/Yunlin/18010024-2/2018|EPI_ISL_4032329|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N1|HA|A/bald_eagle/New_York/013426-001-R2/2025|EPI_ISL_20307941|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N5|HA|A/wild_duck/Illinois/05118-005/2025|EPI_ISL_20323820|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/South_Dakota/013882-002/2025|EPI_ISL_19877109|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N6|HA|A/chicken/Shandong/SD25/2018|EPI_ISL_16208986|2.3.4.4h	2.3.4.4h	2.3.4.4h	True
A_/_H5N8|HA|A/broiler_duck/Korea/H48/2014|EPI_ISL_171676|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N6|HA|A/chicken/Nha_Trang/NT3/2017|EPI_ISL_504007|2.3.4.4e	2.3.4.4e	2.3.4.4e	True
A_/_H5N1|HA|A/bald_eagle/New_York/005784-001/2025|EPI_ISL_20307668|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/duck/Pennsylvania/02573-005-R2/2025|EPI_ISL_20293615|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/common_raven/Alaska/02279-009/2025|EPI_ISL_20307344|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N6|HA|A/Whooper_swan/Xinjiang/11/2020|EPI_ISL_418179|2.3.4.4h	2.3.4.4h	2.3.4.4h	True
A_/_H5N2|HA|A/duck/Fujian/11.23_FZHX0020-O/2017|EPI_ISL_697831|2.3.4.4e	2.3.4.4e	2.3.4.4e	True
A_/_H5N1|HA|A/chicken/Arizona/017017-002/2025|EPI_ISL_20049113|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/Arizona/015760-006/2025|EPI_ISL_19891049|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N1|HA|A/chicken/New_York/010935-005/2025|EPI_ISL_19870589|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N8|HA|A/environment/Japan/8/2014|EPI_ISL_397360|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N6|HA|A/Copsychus_saularis/Guangdong/SW8/2014|EPI_ISL_234670|2.3.4.4	2.3.4.4	2.3.4.4g	False
A_/_H5N6|HA|A/duck/China/FJ1935/2019|EPI_ISL_6795273|2.3.4.4h	2.3.4.4h	2.3.4.4h	True
A_/_H5N1|HA|A/ancient_murrelet/Hokkaido/Q017/2025|EPI_ISL_20218009|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N6|HA|A/environment/Guangdong/04.16_SZLGWLShui5/2015(H5N6)|EPI_ISL_199468|2.3.4.4	2.3.4.4	2.3.4.4f	False
A_/_H5N1|HA|A/wild_turkey/New_York/007058-001/2025|EPI_ISL_20307781|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N6|HA|A/chicken/Jiangxi/04.01__NCJD0146-O/2015(H5N6)|EPI_ISL_198921|2.3.4.4e	2.3.4.4e	2.3.4.4d	False
A_/_H5N1|HA|A/chicken/Idaho/026390-001/2025|EPI_ISL_20265965|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
A_/_H5N2|HA|A/goose/Chiayi/16040007-1/2016|EPI_ISL_4032552|2.3.4.4c	2.3.4.4c	2.3.4.4c	True
A_/_H5N1|HA|A/black_vulture/Alabama/010338-001/2025|EPI_ISL_19825733|2.3.4.4b	2.3.4.4b	2.3.4.4b	True
